,location,size,total_sqft,bath,price
2921,Haralur,2,1243.0,2.0,46.0
2922,Haralur,3,1850.0,3.0,110.0
2923,Haralur,2,1225.0,2.0,67.38
2924,Haralur,2,1243.0,2.0,46.0
2925,Haralur,4,3400.0,5.0,240.0
2926,Haralur,2,1464.0,2.0,56.0
2927,Haralur,2,1230.0,2.0,78.0
2928,Haralur,2,1000.0,2.0,44.0
2929,Haralur,4,3185.0,2.0,175.0
2930,Haralur,2,1300.0,2.0,79.0
2931,Haralur,3,1444.0,2.0,80.0
2932,Haralur,2,1088.0,2.0,68.0
2933,Haralur,2,1027.0,2.0,44.0
2934,Haralur,3,1464.0,3.0,56.0
2935,Haralur,2,1225.0,2.0,70.0
2936,Haralur,3,1464.0,3.0,56.0
2937,Haralur,2,1194.0,2.0,46.0
2938,Haralur,3,1830.0,3.0,101.0
2939,Haralur,3,1810.0,3.0,126.0
2940,Haralur,2,1464.0,2.0,56.0
2941,Haralur,3,1520.0,2.0,96.0
2942,Haralur,2,1300.0,2.0,75.0
2943,Haralur,3,2017.0,2.0,125.0
2944,Haralur,2,1243.0,2.0,46.0
2945,Haralur,2,1027.0,2.0,44.0
2946,Haralur,4,2805.0,5.0,160.0
2947,Haralur,2,1243.0,2.0,46.0
2948,Haralur,2,1027.0,2.0,44.0
2949,Haralur,3,2017.0,3.0,105.0
2950,Haralur,2,1243.0,2.0,46.0
2951,Haralur,2,1243.0,2.0,46.0
2952,Haralur,3,1520.0,2.0,90.0
2953,Haralur,2,1300.0,2.0,60.0
2954,Haralur,3,1985.0,3.0,130.0
2955,Haralur,3,1255.0,2.0,90.0
2956,Haralur,2,1056.0,2.0,60.0
2957,Haralur,2,1140.0,2.0,42.0
2958,Haralur,2,1245.0,2.0,62.0
2959,Haralur,2,1140.0,2.0,58.0
2960,Haralur,2,1140.0,2.0,42.0
2961,Haralur,2,1027.0,2.0,43.0
2962,Haralur,2,1194.0,2.0,47.0
2963,Haralur,2,1194.0,2.0,47.0
2964,Haralur,3,1560.0,3.0,90.0
2965,Haralur,3,1520.0,2.0,85.0
2966,Haralur,2,1243.0,2.0,45.0
2967,Haralur,2,1027.0,2.0,44.0
2968,Haralur,2,1194.0,2.0,46.0
2969,Haralur,3,1650.0,3.0,100.0
2970,Haralur,3,1580.0,3.0,73.0
2971,Haralur,2,1243.0,2.0,46.0
2972,Haralur,2,1194.0,2.0,47.0
2973,Haralur,4,2805.0,4.0,154.0
2974,Haralur,3,1520.0,2.0,96.0
2975,Haralur,3,1510.0,3.0,83.05
2976,Haralur,2,1056.0,2.0,65.0
2977,Haralur,3,1810.0,3.0,100.0
2978,Haralur,2,1243.0,2.0,46.0
2979,Haralur,1,575.0,1.0,38.0
2980,Haralur,2,1194.0,2.0,46.0
2981,Haralur,2,1243.0,2.0,46.0
2982,Haralur,2,1194.0,2.0,46.0
2983,Haralur,2,1140.0,2.0,43.0
2984,Haralur,3,1850.0,3.0,120.0
2985,Haralur,2,1194.0,2.0,47.0
2986,Haralur,2,1194.0,2.0,47.0
2987,Haralur,3,1464.0,3.0,56.0
2988,Haralur,2,1243.0,2.0,46.0
2989,Haralur,3,1710.0,3.0,85.0
2990,Haralur,3,1730.0,3.0,95.0
2991,Haralur,2,1243.0,2.0,46.0
2992,Haralur,2,1243.0,2.0,46.0
2993,Haralur,2,1243.0,2.0,46.0
2994,Haralur,3,1817.0,3.0,110.0
2995,Haralur,2,1225.0,2.0,77.0
2996,Haralur,2,1285.0,2.0,78.0
2997,Haralur,2,1225.0,2.0,67.48
2998,Haralur,2,1225.0,2.0,69.84
2999,Haralur,4,2597.0,4.0,189.0
3000,Haralur,2,1200.0,2.0,46.0
3001,Haralur,2,1315.0,2.0,85.0
3002,Haralur,3,1976.0,3.0,92.0
3003,Haralur,2,1300.0,2.0,75.0
3004,Haralur,2,1309.0,2.0,82.0
3005,Haralur,2,1027.0,1.0,44.0
3006,Haralur,2,1243.0,2.0,46.0
3007,Haralur,2,1243.0,2.0,46.0
3008,Haralur,2,1140.0,2.0,43.0
3009,Haralur,2,1300.0,2.0,75.0
3010,Haralur,2,1243.0,2.0,46.0
3011,Haralur,3,1890.0,3.0,84.0
3012,Haralur,2,1230.0,2.0,67.65
3013,Haralur,2,1194.0,2.0,46.0
3014,Haralur,2,1092.0,2.0,44.0
3015,Haralur,3,1464.0,3.0,56.0
3016,Haralur,3,1255.0,3.0,90.0
3017,Haralur,3,1735.0,3.0,97.0
3018,Haralur,3,1810.0,3.0,97.83
3019,Haralur,2,1200.0,2.0,46.0
3020,Haralur,2,1243.0,2.0,46.0
3021,Haralur,3,1810.0,3.0,112.0
3022,Harlur,2,1508.0,2.0,77.0
3023,Harlur,3,1752.12,3.0,135.0
3024,Harlur,3,2450.0,3.0,120.0
3025,Harlur,3,1460.0,3.0,73.0
3026,Harlur,3,1709.0,3.0,150.0
3027,Harlur,2,1174.0,2.0,69.0
3028,Harlur,2,1033.0,2.0,49.0
3029,Harlur,2,1197.0,2.0,84.0
3030,Harlur,3,1757.0,3.0,132.0
3031,Harlur,2,1174.0,2.0,76.0
3032,Harlur,3,1754.0,3.0,125.0
3033,Harlur,2,1290.0,2.0,85.0
3034,Harlur,3,1752.12,3.0,116.0
3035,Harlur,3,1754.0,3.0,135.0
3036,Harlur,3,1754.0,3.0,124.0
3037,Harlur,2,1152.0,2.0,69.0
3038,Harlur,2,1290.0,2.0,87.0
3039,Harlur,3,1749.0,3.0,115.0
3040,Harlur,4,3385.0,4.0,260.0
3041,Harlur,3,2240.0,5.0,155.0
3042,Harlur,3,1758.0,3.0,133.0
3043,Harlur,4,1884.0,4.0,120.0
3044,Harlur,2,1197.0,2.0,79.0
3045,Harlur,2,1174.0,2.0,78.0
3046,Harlur,3,1730.0,3.0,100.0
3047,Harlur,3,2138.0,3.0,110.0
3048,Harlur,2,1200.0,2.0,52.0
3049,Harlur,2,1197.0,2.0,79.0
3050,Harlur,3,1749.0,3.0,112.0
3051,Harlur,2,1174.0,2.0,75.0
3052,Harlur,3,1750.0,3.0,136.0
3053,Harlur,3,1620.0,3.0,110.0
3054,Harlur,3,1414.0,3.0,77.5
3055,Harlur,3,1630.0,3.0,95.1
3056,Harlur,3,1762.0,3.0,133.0
3057,Harlur,3,1756.0,3.0,131.0
3058,Harlur,3,1755.0,3.0,130.0
3059,Harlur,3,1864.0,3.0,140.0
3060,Harlur,2,1331.0,2.0,88.0
3061,Harlur,3,1752.12,3.0,133.0
3062,Harlur,2,1133.0,2.0,55.0
3063,Harlur,3,1756.0,3.0,128.0
3064,Harlur,3,1749.0,3.0,120.0
3065,Harlur,2,1197.0,2.0,82.0
3066,Harlur,2,1303.0,2.0,90.0
3067,Harlur,3,1754.0,3.0,132.0
3068,Harlur,2,1174.0,2.0,75.0
3069,Harlur,3,1756.0,3.0,134.0
3070,Harlur,2,1197.0,2.0,78.0
3071,Harlur,2,1290.0,2.0,89.9
3072,Harlur,2,1386.0,2.0,85.0
3073,Harlur,2,1174.0,2.0,74.0
3074,Harlur,2,1174.0,2.0,78.0
3075,Harlur,3,1710.0,3.0,85.0
3076,Harlur,3,1755.0,3.0,115.0
3077,Harlur,4,2820.0,4.0,153.5
3078,Harlur,4,2569.0,4.0,175.0
3079,Harlur,3,1710.0,3.0,85.0
3080,Harlur,2,1197.0,2.0,77.0
3081,Harlur,3,1752.12,3.0,125.0
3082,Harlur,4,2569.0,5.0,180.0
3083,Harlur,2,1225.0,2.0,56.0
3084,Harlur,2,1197.0,2.0,76.0
3085,Harlur,3,2137.0,3.0,110.0
3086,Harlur,2,1197.0,2.0,75.0
3087,Harlur,3,1755.0,3.0,117.0
3088,Harlur,2,1197.0,2.0,79.9
3089,Harlur,2,936.0,2.0,45.0
3090,Harlur,4,2990.0,4.0,225.0
3091,Harlur,2,1370.0,2.0,88.0
3092,Harlur,2,1335.0,2.0,72.76
3093,Hebbal,3,1760.0,2.0,123.0
3094,Hebbal,4,5611.5,4.0,477.0
3095,Hebbal,3,1700.0,3.0,155.0
3096,Hebbal,3,1900.0,3.0,119.0
3097,Hebbal,2,1349.0,2.0,98.2
3098,Hebbal,4,2483.0,5.0,212.0
3099,Hebbal,3,1760.0,2.0,130.0
3100,Hebbal,2,1130.0,2.0,60.0
3101,Hebbal,3,2400.0,4.0,245.0
3102,Hebbal,3,3450.0,5.0,260.0
3103,Hebbal,3,1920.0,3.0,134.0
3104,Hebbal,3,1500.0,3.0,150.0
3105,Hebbal,2,1337.0,2.0,82.0
3106,Hebbal,2,1349.0,2.0,98.0
3107,Hebbal,4,2470.0,5.0,247.0
3108,Hebbal,3,1800.0,3.0,175.0
3109,Hebbal,3,1255.0,2.0,77.68
3110,Hebbal,3,1355.0,3.0,83.87
3111,Hebbal,5,2280.0,5.0,200.0
3112,Hebbal,3,1790.0,3.0,127.0
3113,Hebbal,2,687.325,2.0,42.72
3114,Hebbal,4,2790.0,5.0,198.0
3115,Hebbal,3,1985.0,4.0,189.0
3116,Hebbal,4,2483.0,5.0,215.0
3117,Hebbal,2,812.0,2.0,55.0
3118,Hebbal,4,2790.0,4.0,198.0
3119,Hebbal,3,2900.0,4.0,240.0
3120,Hebbal,4,3067.0,4.0,230.0
3121,Hebbal,3,2526.0,2.0,250.0
3122,Hebbal,4,3067.0,4.0,230.0
3123,Hebbal,3,1255.0,2.0,77.68
3124,Hebbal,2,823.0,2.0,50.63
3125,Hebbal,2,1420.0,2.0,123.0
3126,Hebbal,3,1069.0,3.0,65.4
3127,Hebbal,4,3067.0,4.0,310.0
3128,Hebbal,2,1420.0,2.0,99.39
3129,Hebbal,4,4235.0,4.0,365.0
3130,Hebbal,3,1700.0,3.0,124.0
3131,Hebbal,4,3960.0,5.0,386.0
3132,Hebbal,2,1420.0,2.0,99.39
3133,Hebbal,3,1355.0,3.0,83.87
3134,Hebbal,2,1440.0,2.0,115.0
3135,Hebbal,3,1355.0,3.0,83.87
3136,Hebbal,3,2400.0,4.0,180.0
3137,Hebbal,3,1255.0,2.0,77.68
3138,Hebbal,2,1420.0,2.0,107.0
3139,Hebbal,2,1320.0,2.0,92.0
3140,Hebbal,2,919.0,2.0,49.0
3141,Hebbal,3,1645.0,3.0,135.0
3142,Hebbal,3,2080.0,3.0,175.0
3143,Hebbal,3,1355.0,3.0,83.87
3144,Hebbal,4,2483.0,5.0,230.0
3145,Hebbal,3,2600.0,3.0,195.0
3146,Hebbal,3,1645.0,3.0,117.0
3147,Hebbal,2,1251.0,2.0,88.73
3148,Hebbal,4,3900.0,5.0,360.0
3149,Hebbal,3,1645.0,3.0,121.0
3150,Hebbal,2,1300.0,2.0,102.0
3151,Hebbal,3,1466.0,2.0,140.0
3152,Hebbal,3,1760.0,3.0,123.0
3153,Hebbal,4,2790.0,4.0,198.0
3154,Hebbal,4,3960.0,5.0,386.0
3155,Hebbal,3,1654.0,2.0,85.0
3156,Hebbal,3,1645.0,3.0,120.0
3157,Hebbal,3,1255.0,2.0,90.0
3158,Hebbal,3,1645.0,3.0,117.0
3159,Hebbal,3,1255.0,3.0,77.68
3160,Hebbal,3,1586.0,3.0,90.0
3161,Hebbal,3,1636.0,3.0,119.0
3162,Hebbal,3,2661.0,2.0,226.5
3163,Hebbal,3,1255.0,2.0,95.0
3164,Hebbal,4,2790.0,4.0,198.0
3165,Hebbal,3,1269.0,2.0,73.0
3166,Hebbal,3,1255.0,2.0,95.0
3167,Hebbal,2,1088.0,2.0,61.45
3168,Hebbal,2,1349.0,2.0,97.8
3169,Hebbal,3,1255.0,3.0,77.68
3170,Hebbal,2,1344.0,2.0,108.0
3171,Hebbal,3,1255.0,2.0,90.0
3172,Hebbal,3,1255.0,3.0,77.68
3173,Hebbal,2,1138.0,2.0,110.0
3174,Hebbal,4,2790.0,5.0,204.0
3175,Hebbal,2,1130.0,2.0,60.0
3176,Hebbal,2,1088.0,2.0,62.0
3177,Hebbal,3,1987.0,4.0,165.0
3178,Hebbal,4,3900.0,5.0,310.0
3179,Hebbal,4,2790.0,5.0,198.0
3180,Hebbal,2,1299.0,2.0,100.0
3181,Hebbal,3,1725.0,2.0,165.0
3182,Hebbal,3,1645.0,3.0,117.0
3183,Hebbal,2,1390.0,2.0,95.0
3184,Hebbal,2,1333.0,2.0,100.0
3185,Hebbal,3,1355.0,3.0,83.87
3186,Hebbal,3,2650.0,4.0,199.0
3187,Hebbal,3,3450.0,5.0,348.0
3188,Hebbal,3,1800.0,3.0,140.0
3189,Hebbal,3,3408.0,3.0,260.0
3190,Hebbal,3,1860.0,3.0,95.0
3191,Hebbal,4,2470.0,4.0,203.0
3192,Hebbal,3,1255.0,2.0,95.0
3193,Hebbal,2,1333.0,2.0,104.0
3194,Hebbal,3,1645.0,3.0,117.0
3195,Hebbal,3,2600.0,3.0,199.0
3196,Hebbal,2,1345.0,2.0,97.0
3197,Hebbal,3,1110.0,3.0,59.0
3198,Hebbal,2,1485.0,3.0,132.0
3199,Hebbal,2,1400.0,2.0,108.0
3200,Hebbal,2,985.0,2.0,62.0
3201,Hebbal,2,1320.0,2.0,91.0
3202,Hebbal,3,2388.0,3.0,195.0
3203,Hebbal,3,1800.0,3.0,150.0
3204,Hebbal,5,2400.0,5.0,200.0
3205,Hebbal,2,1040.0,2.0,55.0
3206,Hebbal,3,2600.0,3.0,195.0
3207,Hebbal,4,2630.0,5.0,188.0
3208,Hebbal,4,2790.0,5.0,198.0
3209,Hebbal,3,3895.0,3.0,390.0
3210,Hebbal,3,1645.0,3.0,113.0
3211,Hebbal,3,1355.0,3.0,83.87
3212,Hebbal,2,1420.0,2.0,99.39
3213,Hebbal,3,1590.0,3.0,96.0
3214,Hebbal,5,2800.0,5.0,220.0
3215,Hebbal,3,3520.0,5.0,320.0
3216,Hebbal,2,1162.0,2.0,69.0
3217,Hebbal,2,1100.0,2.0,60.0
3218,Hebbal,4,4235.0,5.0,364.0
3219,Hebbal,2,1299.0,2.0,97.0
3220,Hebbal,3,1436.0,2.0,75.0
3221,Hebbal,3,1255.0,3.0,77.68
3222,Hebbal,4,2470.0,5.0,192.0
3223,Hebbal,3,1645.0,3.0,117.0
3224,Hebbal,3,1920.0,3.0,134.0
3225,Hebbal,4,4450.0,6.0,449.0
3226,Hebbal,3,3520.0,5.0,240.0
3227,Hebbal,3,1920.0,3.0,150.0
3228,Hebbal,4,2375.0,4.0,189.0
3229,Hebbal,2,1420.0,2.0,99.26
3230,Hebbal,2,1252.0,2.0,92.0
3231,Hebbal,3,1785.0,3.0,165.0
3232,Hebbal,4,3729.0,4.0,384.0
3233,Hebbal,4,2790.0,4.0,198.0
3234,Hebbal,2,1162.0,2.0,59.0
3235,Hebbal,2,1294.0,2.0,115.0
3236,Hebbal,4,4225.0,6.0,359.0
3237,Hebbal,3,1740.0,2.0,137.0
3238,Hebbal,3,1730.0,3.0,175.0
3239,Hebbal,3,1430.0,3.0,85.0
3240,Hebbal,3,3895.0,3.0,390.0
3241,Hebbal,4,2485.0,4.0,198.0
3242,Hebbal,3,1662.0,3.0,155.0
3243,Hebbal,3,2250.0,3.0,219.0
3244,Hebbal,2,1349.0,2.0,98.0
3245,Hebbal,4,4000.0,6.0,370.0
3246,Hebbal,2,1349.0,2.0,96.8
3247,Hegde,3,1569.0,3.0,101.0
3248,Hegde,6,3000.0,7.0,210.0
3249,Hegde,3,2026.0,3.0,132.0
3250,Hegde,3,1801.0,3.0,115.0
3251,Hegde,2,1050.0,1.0,56.0
3252,Hegde,2,1341.0,2.0,97.0
3253,Hegde,3,2112.95,4.0,145.0
3254,Hegde,4,1200.0,4.0,83.0
3255,Hegde,3,1703.0,3.0,113.0
3256,Hegde,3,1570.0,3.0,105.0
3257,Hegde,3,1801.0,3.0,140.0
3258,Hegde,3,1584.01,3.0,103.0
3259,Hegde,3,1965.0,4.0,125.0
3260,Hegde,2,1200.0,2.0,75.0
3261,Hegde,3,1847.0,3.0,135.0
3262,Hegde,3,1965.0,4.0,132.0
3263,Hegde,3,1703.0,3.0,125.0
3264,Hegde,3,1847.0,3.0,125.0
3265,Hegde,3,2144.6,4.0,145.0
3266,Hegde,3,1718.0,3.0,119.0
3267,Hegde,3,1847.0,3.0,123.0
3268,Hegde,2,1340.0,2.0,72.0
3269,Hegde,3,2087.01,3.0,115.0
3270,Hegde,3,1703.0,3.0,130.0
3271,Hegde,3,2087.01,4.0,135.0
3272,Hegde,3,1718.0,3.0,130.0
3273,Hegde,3,1884.0,4.0,118.0
3274,Hegde,3,1930.0,4.0,122.0
3275,Hegde,3,1584.01,3.0,104.0
3276,Hegde,3,1168.0,2.0,68.0
3277,Hegde,3,2162.03,4.0,129.0
3278,Hegde,3,2087.01,4.0,160.0
3279,Hegde,2,1000.0,2.0,66.0
3280,Hegde,3,1348.0,2.0,80.5
3281,Hennur,3,2089.0,3.0,140.0
3282,Hennur,4,3203.5,2.0,224.5
3283,Hennur,8,5000.0,8.0,250.0
3284,Hennur,2,1385.0,2.0,83.09
3285,Hennur,2,1075.0,2.0,52.0
3286,Hennur,2,1317.5,2.0,63.77
3287,Hennur,3,1500.0,2.0,62.0
3288,Hennur,3,2264.0,3.0,159.0
3289,Hennur,2,1157.0,2.0,84.0
3290,Hennur,3,1904.0,3.0,120.0
3291,Hennur,3,1891.0,3.0,109.0
3292,Hennur,3,1561.0,3.0,95.0
3293,Hennur,2,1255.0,2.0,52.32
3294,Hennur,3,1192.0,2.0,60.0
3295,Hennur,3,2264.0,2.0,155.0
3296,Hennur,3,2060.0,3.0,149.0
3297,Hennur,2,1100.0,2.0,62.7
3298,Hennur,3,1482.0,2.0,92.0
3299,Hennur,2,1232.0,2.0,89.0
3300,Hennur,2,1065.0,2.0,42.6
3301,Hennur,3,1482.0,2.0,83.73
3302,Hennur,2,1225.0,2.0,57.0
3303,Hennur,3,1482.0,2.0,87.0
3304,Hennur,3,1891.0,3.0,139.0
3305,Hennur,3,1703.0,3.0,101.0
3306,Hennur,2,1255.0,2.0,57.5
3307,Hennur,2,1232.0,2.0,69.61
3308,Hennur,2,987.0,2.0,49.0
3309,Hennur,3,1942.0,3.0,102.0
3310,Hennur,2,1259.0,2.0,57.0
3311,Hennur,3,1804.0,3.0,102.0
3312,Hennur,3,2160.0,3.0,160.0
3313,Hennur,3,1945.0,3.0,120.0
3314,Hennur,2,1255.0,2.0,53.5
3315,Hennur,2,1285.0,2.0,60.0
3316,Hennur,3,1186.0,2.0,63.0
3317,Hennur,3,1680.0,3.0,99.27
3318,Hennur,2,1065.0,2.0,42.6
3319,Hennur,2,1285.0,2.0,60.0
3320,Hennur,2,1385.0,2.0,83.09
3321,Hennur,3,1186.0,2.0,56.0
3322,Hennur,3,2350.0,3.0,174.0
3323,Hennur,3,1586.0,3.0,93.94
3324,Hennur,2,1100.0,2.0,60.0
3325,Hennur,3,1975.0,3.0,123.0
3326,Hennur,2,1231.0,2.0,48.0
3327,Hennur,2,1255.0,2.0,58.0
3328,Hennur,3,1664.0,2.0,93.865
3329,Hennur,3,1290.0,2.0,94.5
3330,Hennur,2,901.0,2.0,49.5
3331,Hennur,3,1445.0,3.0,86.56
3332,Hennur,3,1482.0,2.0,97.0
3333,Hennur,2,1040.0,2.0,42.12
3334,Hennur,2,1182.0,2.0,82.5
3335,Hennur,3,1192.0,2.0,62.0
3336,Hennur,2,1036.0,2.0,59.46
3337,Hennur,3,1891.0,3.0,109.0
3338,Hennur,2,1232.0,2.0,69.61
3339,Hennur,3,1804.0,3.0,102.0
3340,Hennur,3,2320.0,3.0,170.0
3341,Hennur,3,1936.0,3.0,118.0
3342,Hennur,2,1480.0,2.0,65.0
3343,Hennur,3,1590.0,3.0,96.5
3344,Hennur,3,1445.0,2.0,105.0
3345,Hennur,2,1036.0,2.0,59.45
3346,Hennur,2,1255.0,2.0,54.5
3347,Hennur,3,1832.0,3.0,125.0
3348,Hennur,2,1359.0,2.0,104.0
3349,Hennur,2,1341.0,2.0,75.76
3350,Hennur,2,1040.0,2.0,50.0
3351,Hennur,2,1041.0,2.0,40.6
3352,Hennur,2,1100.0,2.0,78.0
3353,Hennur,3,1685.0,3.0,95.0
3354,Hennur,2,1414.0,2.0,84.18
3355,Hennur,3,1340.0,3.0,54.24
3356,Hennur,3,1949.0,3.0,133.0
3357,Hennur,2,1255.0,2.0,55.5
3358,Hennur,2,1232.0,2.0,89.0
3359,Hennur,3,1250.0,2.0,77.88
3360,Hennur,4,2502.0,4.0,180.0
3361,Hennur,3,1831.0,3.0,110.0
3362,Hennur,3,1490.0,2.0,115.0
3363,Hennur,3,1260.0,2.0,52.0
3364,Hennur,2,1232.0,2.0,87.0
3365,Hennur,2,1231.0,2.0,50.0
3366,Hennur,5,2500.0,5.0,125.0
3367,Hennur,2,1232.0,2.0,74.0
3368,Hennur,2,1232.0,2.0,66.0
3369,Hennur,2,1341.0,2.0,95.0
3370,Hennur,3,2700.0,3.0,150.0
3371,Hennur,2,1232.0,2.0,88.0
3372,Hennur,3,2365.0,4.0,175.0
3373,Hennur,2,1160.0,2.0,49.0
3374,Hennur,2,1310.0,2.0,66.0
3375,Hennur,3,1552.0,3.0,75.0
3376,Hennur,3,2400.0,3.0,135.0
3377,Hennur,2,1015.0,2.0,50.0
3378,Hennur,3,1186.0,2.0,55.33
3379,Hennur,3,2264.0,3.0,168.0
3380,Hennur,3,2002.0,3.0,120.0
3381,Hennur,2,1232.0,2.0,69.6
3382,Hennur,2,1195.0,2.0,73.0
3383,Hennur,2,1020.0,2.0,47.0
3384,Hennur,5,5100.0,6.0,375.0
3385,Hennur,2,1255.0,2.0,53.5
3386,Hennur,2,1061.0,2.0,54.92
3387,Hennur,3,1585.0,2.0,80.0
3388,Hennur,2,1020.0,2.0,45.0
3389,Hennur,3,2041.0,3.0,128.0
3390,Hennur,2,1255.0,2.0,55.5
3391,Hennur,2,1100.0,2.0,44.55
3392,Hennur,2,1232.0,2.0,87.0
3393,Hennur,2,1255.0,2.0,57.5
3394,Hennur,2,1066.0,2.0,52.23
3395,Hennur,2,960.0,2.0,48.0
3396,Hennur,2,973.0,2.0,56.0
3397,Hennur,2,1255.0,2.0,84.0
3398,Hennur,2,1020.0,2.0,48.0
3399,Hennur,4,2502.0,4.0,170.0
3400,Hennur,2,1232.0,2.0,83.0
3401,Hennur,3,1832.0,3.0,116.0
3402,Hennur,3,2050.0,3.0,120.0
3403,Hennur,3,1640.0,3.0,120.0
3404,Hennur,3,1445.0,2.0,86.69
3405,Hennur,2,1297.0,2.0,49.9
3406,Hennur,2,1255.0,2.0,52.32
3407,Hennur,3,1445.0,2.0,83.0
3408,Hennur,4,2557.0,2.0,170.0
3409,Hennur,2,1295.0,2.0,64.0
3410,Hennur,3,1935.0,3.0,102.0
3411,Hennur,3,1679.0,3.0,94.86
3412,Hennur,3,1482.0,2.0,68.9
3413,Hennur,3,1655.0,2.0,70.5
3414,Hennur,3,1654.0,3.0,97.8
3415,Hennur,3,1480.0,3.0,100.0
3416,Hennur,3,1450.0,3.0,88.6
3417,Hennur,2,1155.0,2.0,69.18
3418,Hennur,2,1053.0,2.0,53.0
3419,Hennur,3,1345.0,2.0,69.0
3420,Hennur,2,1195.0,2.0,59.0
3421,Hennur,3,1464.0,2.0,115.0
3422,Hennur,2,1255.0,2.0,58.0
3423,Hennur,3,1904.0,3.0,129.0
3424,Hennur,2,1420.0,2.0,62.0
3425,Hennur,3,1981.0,3.0,134.0
3426,Hennur,2,1155.0,2.0,69.18
3427,Hennur,4,2000.0,4.0,90.0
3428,Hennur,3,1590.0,3.0,105.0
3429,Hennur,2,1155.0,2.0,54.5
3430,Hennur,3,2041.0,3.0,138.0
3431,Hennur,3,1100.0,2.0,78.0
3432,Hennur,2,1232.0,2.0,69.61
3433,Hennur,2,1255.0,2.0,52.32
3434,Hennur,3,1748.0,3.0,103.0
3435,Hennur,2,1460.0,2.0,80.3
3436,Hennur,2,1441.0,2.0,115.0
3437,Hennur,3,1570.0,3.0,75.99
3438,Hennur,3,1933.0,3.0,140.0
3439,Hennur,2,1255.0,2.0,52.35
3440,Hennur,4,3517.0,2.0,161.5
3441,Hennur,2,1030.0,2.0,46.5
3442,Hennur,2,1232.0,2.0,69.61
3443,Hennur,3,1340.0,2.0,54.27
3444,Hennur,2,1255.0,2.0,54.5
3445,Hennur,3,1150.0,3.0,80.0
3446,Hennur,3,1450.0,3.0,79.0
3447,Hennur,3,1445.0,2.0,89.56
3448,Hennur,2,973.0,2.0,50.74
3449,Hennur,3,1482.0,2.0,83.73
3450,Hennur,3,1305.0,2.0,77.0
3451,Hennur,3,1672.0,3.0,86.0
3452,Hennur,2,1165.0,2.0,67.0
3453,Hennur,2,980.0,2.0,51.0
3454,Hennur,3,1830.0,2.0,113.0
3455,Hennur,2,1232.0,2.0,80.0
3456,Hennur,2,1085.0,2.0,43.4
3457,Hennur,2,950.0,2.0,55.0
3458,Hennur,3,1830.5,3.0,84.205
3459,Hennur,2,1140.0,2.0,56.0
3460,Hennur,3,1891.0,3.0,110.0
3461,Hennur,3,1735.0,3.0,78.0
3462,Hennur,2,1255.0,2.0,55.5
3463,Hennur,3,1470.0,2.0,75.0
3464,Hennur,2,1165.0,2.0,52.0
3465,Hennur,3,1482.0,3.0,110.0
3466,Hennur,2,1255.0,2.0,53.57
3467,Hennur,2,1450.0,2.0,80.0
3468,Hennur,3,1830.0,3.0,121.0
3469,Hennur,2,1155.0,2.0,69.18
3470,Hennur,3,1945.0,3.0,135.0
3471,Hennur,2,1255.0,2.0,56.5
3472,Hennur,3,1936.0,3.0,131.0
3473,Hennur,2,1050.0,2.0,42.73
3474,Hennur,2,1295.0,2.0,62.0
3475,Hennur,2,1200.0,2.0,70.0
3476,Hoodi,3,1629.0,3.0,79.0
3477,Hoodi,2,985.0,2.0,67.0
3478,Hoodi,3,1715.0,2.0,95.0
3479,Hoodi,4,2118.0,4.0,111.0
3480,Hoodi,2,1425.0,2.0,80.0
3481,Hoodi,2,1420.0,2.0,75.0
3482,Hoodi,3,1639.0,3.0,110.0
3483,Hoodi,3,1606.0,3.0,89.55
3484,Hoodi,3,1639.0,3.0,98.32
3485,Hoodi,4,2090.0,4.0,95.1
3486,Hoodi,3,1445.0,3.0,65.0
3487,Hoodi,4,2863.0,4.0,140.0
3488,Hoodi,3,1512.0,3.0,75.77
3489,Hoodi,2,1243.0,2.0,58.0
3490,Hoodi,2,1026.0,2.0,60.87
3491,Hoodi,2,1050.0,2.0,50.0
3492,Hoodi,3,1500.0,3.0,88.0
3493,Hoodi,2,1400.0,2.0,78.0
3494,Hoodi,5,2400.0,5.0,160.0
3495,Hoodi,2,1196.0,2.0,71.74
3496,Hoodi,3,1553.0,3.0,83.09
3497,Hoodi,2,1234.0,2.0,61.0
3498,Hoodi,2,1500.0,2.0,84.0
3499,Hoodi,2,1055.0,2.0,57.63
3500,Hoodi,1,813.0,1.0,39.0
3501,Hoodi,3,1925.0,2.0,114.0
3502,Hoodi,2,1400.0,2.0,82.0
3503,Hoodi,3,1746.0,3.0,84.95
3504,Hoodi,1,706.0,1.0,48.24
3505,Hoodi,4,2107.0,4.0,95.0
3506,Hoodi,2,1257.0,2.0,69.0
3507,Hoodi,2,1132.0,2.0,67.9
3508,Hoodi,3,1925.0,3.0,110.0
3509,Hoodi,3,1769.0,3.0,96.87
3510,Hoodi,2,1257.0,2.0,71.03
3511,Hoodi,2,1305.0,2.0,75.0
3512,Hoodi,3,1490.0,3.0,79.0
3513,Hoodi,2,1240.0,2.0,65.0
3514,Hoodi,3,1370.0,3.0,67.0
3515,Hoodi,2,1108.0,2.0,74.23
3516,Hoodi,2,1257.0,2.0,68.5
3517,Hoodi,2,1000.0,2.0,48.0
3518,Hoodi,2,1063.0,2.0,61.17
3519,Hoodi,2,1259.0,2.0,69.45
3520,Hoodi,2,1160.0,2.0,75.0
